a,b,obs,expA,expB,null_mean,null_sd,z,ratioA,ratioB
16:1,20:3,49.0,71.1590893828487,45.907134001190244,46.7,6.889847603539574,0.3338245099671581,0.6885979068165302,1.067372230179509
16:1,20:4,50.0,118.59848230474783,76.51189000198374,79.115,9.089652083550833,-3.203092894247097,0.42159055519379407,0.6534932021507198
16:1,20:5,47.0,68.91343764690082,44.458388154998836,46.375,6.38939551131404,0.09781833021500695,0.6820150264570888,1.0571683308927022
16:1,21:0,47.0,69.05379088039756,44.5489347703858,46.315,6.740606426724528,0.10162290402895771,0.6806288170537208,1.0550196147730015
16:1,22:0,47.0,70.38714659861661,45.409127616561946,46.32,7.216481136953106,0.0942287504249065,0.6677355493328627,1.0350341983416087
16:1,22:1,70.0,90.03659928816063,58.08565377073677,58.99,7.224949826815408,1.5238860149777613,0.7774616162030529,1.2051168482374148
16:1,22:2,48.0,70.10644013162313,45.22803438578802,46.11,6.600598457715784,0.2863376725773526,0.6846731899363478,1.061288659829157
16:1,22:4,47.0,68.7029077966557,44.32256823191839,45.375,6.943657177597408,0.2340265307513742,0.6841049601438828,1.060407866125264
16:1,22:6,48.0,69.47485058088779,44.820574616546686,46.375,6.472586422752499,0.2510588339597574,0.6908974916630418,1.0709367385548767
17:0,17:1,47.0,67.05043314753878,43.256500976020305,44.455,6.491376972569072,0.392058574129115,0.7009648975209525,1.0865418824803916
17:0,17:2,47.0,67.1878315761198,43.3451413468728,44.595,6.5016132613375275,0.36990819098723793,0.6995314314728523,1.0843199154405545
17:0,18:0,53.0,123.65858572291988,79.77633376725055,83.75,8.855365605100673,-3.472470970852752,0.42859943521233845,0.6643574290419114
17:0,18:1,53.0,126.8187495802834,81.81506229685807,84.775,9.090345152963115,-3.4954668349025817,0.41791927593835815,0.6478024768556016
17:0,18:2,47.0,118.162648579679,76.23071893315053,77.955,9.39164389231193,-3.2960150911748256,0.3977568255700289,0.6165493472679432
17:0,18:3,92.0,128.87972600899872,83.14466785964558,86.19,9.700716468385204,0.5989248339475635,0.7138438515424553,1.1065051117325153
17:0,18:4,46.0,65.74514807601908,42.41441745292154,44.215,7.006338201942584,0.25476931723123014,0.6996714030792299,1.0845368806740852
17:0,19:0,47.0,70.21059700490228,45.29522950562781,46.35,6.899094143436512,0.09421526746643678,0.6694146183761739,1.0376368662435054
17:0,19:1,46.0,67.32523000470083,43.4337817177253,45.59,6.892162215154253,0.05948786276366253,0.6832505436192072,1.059083464086836
17:0,20:0,47.0,115.75817607951112,74.67951244323176,78.33,9.138987908953595,-3.428169542636724,0.40601883678364964,0.6293560102675742
17:0,20:1,47.0,68.56181586193003,44.23154505539781,45.59,6.674720967950647,0.21124478562778207,0.6855127655114726,1.0625900574156937
17:0,20:2,47.0,67.8061245047344,43.744023015709054,44.64,6.407058607504694,0.3683437509430134,0.69315272541079,1.0744324997982395
17:0,20:3,47.0,69.66100329057821,44.940668022217814,47.08,6.6800898197554215,-0.011975886875564098,0.6746959960359463,1.0458233503953278
17:0,20:4,50.0,116.10167215096367,74.90111337036302,77.735,9.390674895874099,-2.95346184459923,0.43065701874634876,0.667546819401273
17:0,20:5,47.0,67.46262843328185,43.522422088577805,44.195,6.542703951731274,0.42872182826761784,0.6966820162733703,1.079903133707599
17:0,21:0,47.0,67.60002686186287,43.6110624594303,44.77,6.169854131176847,0.36143480098364067,0.6952659959150911,1.077708208639088
17:0,22:0,47.0,68.90531193338258,44.45314598252906,45.165,6.584662102188693,0.2786779293336951,0.6820954536195909,1.0572929983059445
17:0,22:1,70.0,88.14109193472568,56.86279790187915,58.985,7.91926606447845,1.390911722161646,0.7941812208525808,1.2310333395973592
17:0,22:2,48.0,68.63051507622053,44.27586524082406,45.89,6.260023961615483,0.3370594127015906,0.6993973445586349,1.0841120718684938
17:0,22:4,47.0,67.25653079041031,43.38946153229905,44.545,6.413109620145284,0.3828096111577744,0.698816894770633,1.0832123363645172
17:0,22:6,47.0,68.01222214760594,43.8769835719878,45.175,6.950134890777298,0.26258483161553375,0.6910522626065148,1.0711766437382448
17:1,17:2,47.0,64.10100060439191,41.35372234071149,43.27,6.167422476205115,0.604790739468704,0.733217883603205,1.1365361408767287
17:1,18:0,47.0,117.9773017258747,76.11114541235244,78.97,8.060341183845754,-3.9663333438134263,0.3983817167577413,0.6175179698763559
17:1,18:1,46.0,120.99227721442482,78.05620801733478,79.935,9.27312110349045,-3.659501436601178,0.3801895547306538,0.589318917334343
17:1,18:2,47.0,112.73386609361359,72.72842783847011,75.045,8.665043277445301,-3.2365677933773065,0.41691109893252004,0.6462397359171167
17:1,18:3,92.0,122.95856557652273,79.32472710754065,82.45,9.087216295433935,1.0509268943888348,0.7482195288196022,1.1597896816622573
17:1,18:4,46.0,62.72459875092338,40.46575897756738,41.255,6.009157594871347,0.789628150882534,0.7333645956455453,1.136763554231136
17:1,19:0,47.0,66.98489020213552,43.21421700634677,43.935,6.8059367466940195,0.45034212248428845,0.7016507731545347,1.0876050350072806
17:1,19:1,46.0,64.23208649519844,41.43829028005855,42.535,6.431078836400621,0.5387898497508253,0.7161529775844764,1.1100844095910176
17:1,20:0,47.0,110.43986300449936,71.2484888998966,73.63,8.430486344215264,-3.158773872906237,0.42557097339105904,0.659663113221033
17:1,20:1,47.0,65.41185951245718,42.199401734182075,43.975,6.182586432877427,0.4892774298979171,0.7185241384408161,1.1137598655084575
17:1,20:2,47.0,64.69088711302129,41.73427806777326,43.945,6.441426472451581,0.4742738294173649,0.7265320062451209,1.1261725894401626
17:1,20:3,47.0,66.4605466389094,42.875945248958544,44.815,6.449866277683598,0.338766713282112,0.7071864794516118,1.0961857453426436
17:1,20:4,47.0,110.76757773151569,71.45990874826424,74.36,8.380357987580245,-3.264776998852284,0.4243118876709671,0.6577114472055862
17:1,20:5,47.0,64.36317238600498,41.522858219405606,42.93,6.048561812530313,0.6728872294184897,0.7302312527127641,1.1319066657611414
17:1,21:0,47.0,64.4942582768115,41.607426158752666,42.725,6.740131675271635,0.6342606058697973,0.7287470428495268,1.1296060424567487
17:1,22:0,47.0,65.73957423947351,42.41082158254972,43.36,6.772769005362576,0.5374463527573291,0.714942263373813,1.1082077226096119
17:1,22:1,70.0,84.09159895238734,54.25033309113788,56.625,7.664487915053425,1.7450611375785265,0.8324256034141293,1.290314658205019
17:1,22:2,48.0,65.47740245786045,42.2416857038556,44.05,6.245598450108686,0.632445398395932,0.7330773396347167,1.1363182884441283
17:1,22:4,47.0,64.16654354979518,41.396006310385026,42.7,6.673829485385433,0.6443077410677447,0.7324689378589728,1.1353752255132181
17:1,22:6,47.0,64.88751594923107,41.86112997679384,43.39,5.883697816849535,0.6135597225373817,0.7243303941049843,1.122759945229738
17:2,18:0,47.0,118.2190584917064,76.267110874263,79.065,8.404211741739967,-3.8153488971187457,0.39756703022040446,0.6162551519420485
17:2,18:1,47.0,121.24021220871667,78.21615926327195,80.4,9.002221947941516,-3.7101951266195323,0.3876601594781842,0.6008988480475012
17:2,18:2,48.0,112.96487811429722,72.87746150207353,74.68,8.341318840567121,-3.1985349691040046,0.42491082893422744,0.6586398457173799
17:2,18:3,92.0,123.21052985024511,79.48727777784299,82.43,8.580506978028748,1.1153187130439894,0.7466894275336726,1.157417923622048
17:2,18:4,46.0,62.853132764757234,40.54868061481649,41.665,6.268394930123657,0.6915645948163773,0.7318648725460657,1.1344388843860829
17:2,19:0,47.0,67.12215432140219,43.302770729720436,45.05,6.743700764417116,0.2891587376309911,0.7002159044977769,1.0853808938313965
17:2,19:1,46.0,64.36370962326237,41.523204809320966,43.06,6.298920542442168,0.4667466401886257,0.7146884520679438,1.1078142983239603
17:2,20:0,47.0,110.66617419918072,71.39448990174064,73.535,8.500516160798707,-3.121575148856228,0.4247006851019157,0.6583141088995176
17:2,20:1,47.0,65.54590020817943,42.285875918063596,44.11,6.206279078481728,0.46565743555106054,0.7170547639245772,1.1114822379716305
17:2,20:2,47.0,64.82345040628567,41.81979912938754,43.765,6.670065591881388,0.48500272680040035,0.7250462557211024,1.123869578009815
17:2,20:3,47.0,66.59673628366127,42.96380579250149,44.31,6.816443354125377,0.39463395501878323,0.7057402903320789,1.0939440567018612
17:2,20:4,47.0,110.99456047276878,71.60634298750249,73.81,8.29722242681248,-3.2312017951168173,0.42344417419924735,0.6563664340211166
17:2,20:5,47.0,64.4950641326976,41.6079460436257,42.53,6.34579388256505,0.7044035912167333,0.7287379372675438,1.1295919282033475
17:2,21:0,47.0,64.62641864213283,41.69268727793044,43.185,6.829405171755448,0.5586138036995952,0.7272567625983009,1.1272960096500886
17:2,22:0,47.0,65.87428648176751,42.49772900382544,43.94,6.494335993771802,0.4711798100582728,0.7134802137554616,1.1059414491482424
17:2,22:1,70.0,84.26391780269962,54.36150180648857,56.275,7.2497844795552355,1.893159726155337,0.8307233015666565,1.2876759779223912
17:2,22:2,48.0,65.61157746289705,42.32824653521596,44.16,6.812077509835015,0.5637046839904507,0.7315782039708421,1.1339945291630564
17:2,22:4,47.0,64.29803236854475,41.480834192168594,42.98,6.395279509137969,0.6285886323273252,0.7309710463705088,1.1330533947861974
17:2,22:6,47.0,65.02048217043853,41.94691098084465,43.78,5.968383365702977,0.5395095795125312,0.7228491458552807,1.1204639126219063
18:0,18:3,92.0,226.7678463501444,146.29560327210368,152.69,12.361387462578788,-4.909643046439956,0.40570125562662873,0.6288637385013127
18:0,18:4,47.0,115.68061245047345,74.62947352420214,76.87,8.412080598757953,-3.550845673591183,0.4062910716358992,0.6297779922667955
18:0,19:0,53.0,123.53770734000403,79.69835103629528,80.55,8.221161718394793,-3.351107902227134,0.42901880843661666,0.6650074852347116
18:0,19:1,52.0,118.46081525753812,76.42307633617355,79.095,8.246573530867229,-3.2856070340708676,0.43896371882086166,0.6804227530865137
18:0,20:1,51.0,120.6366261500235,77.82676549336858,80.385,9.363587720526782,-3.138220186220122,0.4227571810287241,0.6553015492381676
18:0,20:2,53.0,119.30696393794909,76.96895545286051,79.43,8.808808091904378,-3.0004059260060574,0.44423224135990097,0.6885893109522546
18:0,20:3,51.0,122.5706802766772,79.07448918865305,81.975,9.469655484757617,-3.270974329515729,0.41608645627876395,0.6449614853448633
18:0,20:5,48.0,118.70257202336983,76.57904179808412,79.645,8.386833431039394,-3.7731761647826336,0.4043720298710115,0.6268033507987936
18:0,21:0,47.0,118.94432878920153,76.73500725999466,78.88,9.364058948981464,-3.4045065471814024,0.39514284101174346,0.6124974985765482
18:0,22:0,47.0,121.24101806460278,78.21667914814498,82.205,8.096479173072701,-4.348186322406029,0.38765758280713414,0.6008948540372118
18:0,22:1,72.0,155.08696528104224,100.05184381562314,103.265,9.378420709266566,-3.333716941180501,0.46425565081839437,0.7196269179474848
18:0,22:2,48.0,120.75750453293936,77.90474822432385,80.905,8.72559310305036,-3.7710903558517783,0.3974908241574908,0.6161370275119273
18:0,22:4,47.0,118.33993687462225,76.34509360521827,78.615,9.229668195552861,-3.4253669070393102,0.39716093519464307,0.615625677833834
18:1,18:3,96.0,232.56302464575919,150.03426868905743,154.97,12.187251535928844,-4.838662747392424,0.41279132891493625,0.6398538203225944
18:1,18:4,48.0,118.63689476865221,76.53667118093175,78.435,8.510920925493316,-3.575993745733915,0.40459588978287375,0.6271503484457612
18:1,19:0,53.0,126.69478208313747,81.7350866738895,84.18,8.992641436196594,-3.467279355151013,0.4183281989089436,0.6484363344650492
18:1,19:1,52.0,121.48814720300852,78.37611050920911,81.215,8.786283343940143,-3.3250691852715457,0.42802529462489225,0.663467473215452
18:1,20:1,48.0,123.71956215163522,79.81567172264356,81.29,8.428279777036355,-3.9497976907104766,0.3879742149521144,0.6013856547721378
18:1,20:2,49.0,122.35591968303002,78.93593986998917,82.58,9.531190901456123,-3.52316938640583,0.4004710203391654,0.6207565284039827
18:1,20:3,54.0,125.70304210597006,81.09528169014085,84.28,9.455770724800809,-3.202277305707184,0.42958387557937516,0.6658833766226999
18:1,20:5,49.0,121.73608219730038,78.53606175514626,82.23,8.96198080783484,-3.707885646323781,0.40251007848753184,0.6239172031921904
18:1,21:0,47.0,121.98401719159224,78.69601300108343,80.93,8.976363406190725,-3.7799271781487276,0.38529637801795136,0.5972348306813579
18:1,22:0,59.0,124.33939963736485,80.21554983748646,83.28,8.538243379056373,-2.8436762601025047,0.4745076795615321,0.7355182395374921
18:1,22:1,74.0,159.05029883822442,102.60872426868907,105.235,10.315511378501792,-3.0279642815474768,0.46526162189275716,0.7211862395465042
18:1,22:2,50.0,123.84352964878114,79.89564734561215,82.44,9.30947904020413,-3.4846203380343703,0.40373526289019246,0.625816319926795
18:1,22:4,49.0,121.3641797058626,78.29613488624052,81.27,9.071774909024143,-3.55718702498884,0.4037435108015896,0.625829104734148
18:2,18:3,92.0,216.68927540124906,139.79357646001017,144.895,12.669016339084889,-4.175146561048695,0.4245710814697278,0.6581132147106762
18:2,18:4,47.0,110.53925189711906,71.31260803423758,74.61,8.692404730567942,-3.1763362217713977,0.42518833078175505,0.6590699919071118
18:2,19:0,47.0,118.04714256933718,76.15620210134882,79.32,8.799295426339542,-3.6730213538750265,0.3981460201155964,0.6171526245157591
18:2,19:1,46.0,113.19589013498086,73.02649516567695,75.46,8.70335567468089,-3.3849013071708285,0.406375177978168,0.6299083626516473
18:2,20:1,48.0,115.27499832113357,74.36779813810776,76.63,8.521918798017268,-3.359572025804931,0.41639558186139725,0.6454406504124223
18:2,20:2,47.0,114.00443220737358,73.54811298828892,75.51,9.316109703089591,-3.060290283029295,0.41226467331118494,0.6390374693567437
18:2,20:3,49.0,117.12309448660264,75.56006744693514,77.805,8.651992545073067,-3.3292908945469675,0.4183632631530664,0.6484906863590623
18:2,20:5,47.0,113.4269021556645,73.17552882928037,75.405,8.920256442502088,-3.1843254936774597,0.4143637806091034,0.6422912242923686
18:2,21:0,47.0,113.65791417634813,73.32456249288379,75.845,8.969446749939486,-3.2159174143259848,0.4135215778029873,0.6409857543242947
18:2,22:0,47.0,115.85252837284266,74.74038229711631,77.85,8.345507773646851,-3.696599516378983,0.4056881680539776,0.6288434518994076
18:2,22:1,72.0,148.19421126855147,95.60509520159545,99.085,9.860921610072763,-2.74670067068915,0.4858489369029709,0.7530979373869027
18:2,22:2,48.0,115.39050433147538,74.44231496990946,76.535,8.803338855229875,-3.241383805537369,0.4159787694671416,0.6447945636752728
18:2,22:4,47.0,113.08038412463904,72.95197833387523,75.235,8.492336250997129,-3.324762369917322,0.4156335368316032,0.6442594302912216
18:2,22:6,47.0,114.35095023839904,73.77166348369406,76.04,8.401690306122932,-3.45644732689521,0.4110153864223631,0.6371009921768747
18:3,18:4,90.0,120.5649049761601,77.78049573966844,81.37,8.74831983868903,0.9864751356979691,0.7464858867329274,1.1571024219391746
18:3,19:0,92.0,128.75374387213753,83.06339252449442,86.09,9.958508924532829,0.5934623390697262,0.7145423288923012,1.107587797751823
18:3,19:1,90.0,123.4624941239675,79.64982844814533,82.865,8.814010154294131,0.8095066689393224,0.7289663200034812,1.1299459365263163
18:3,20:0,92.0,212.2799006111074,136.94893972971926,143.135,12.291736045001944,-4.160112112136712,0.433390065357823,0.671783222137901
18:3,20:1,92.0,125.73017258746894,81.11278448086637,84.17,9.490052686892739,0.8250744498831355,0.7317257115510338,1.1342231756536703
18:3,20:2,92.0,124.34436908199584,80.21875579420352,82.815,8.546974610936903,1.0746492669168184,0.7398807093494749,1.1468639607926676
18:3,20:3,96.0,127.745886777248,82.41318984328507,84.245,9.246349279580565,1.2713125628900348,0.7514919064861659,1.1648620831513898
18:3,20:4,92.0,212.90981129541333,137.35531640547512,142.3,10.939378410129159,-4.598067469119219,0.43210784622954546,0.6697956978120491
18:3,20:5,92.0,123.71445839768988,79.81237911844767,83.805,9.677136714958614,0.846841399619003,0.7436479227372014,1.152703390328272
18:3,21:0,92.0,123.96642267141226,79.97492978875,82.805,9.992846191150948,0.9201582636328899,0.7421364432194428,1.150360497258499
18:3,22:0,92.0,126.3600832717749,81.5191611566222,83.175,9.561086496837063,0.9230122541951097,0.7280780260497824,1.1285690222356561
18:3,22:1,119.0,161.63508159290848,104.27625499894945,107.24,10.717387741422815,1.0972823120458246,0.7362263119321553,1.1411994034614965
18:3,22:2,93.0,125.85615472433014,81.19405981601753,84.375,9.145729877926637,0.9430630594958389,0.7389388322224143,1.1454039890446943
18:3,22:4,92.0,123.3365119871063,79.56855311299415,80.51,9.332196954629708,1.2312213357541495,0.7459267212747005,1.156235678551954
18:3,22:6,92.0,124.72231549257941,80.46258179965702,82.72,8.309127511357614,1.116844095522101,0.7376386465938705,1.1433886154569324
18:4,19:0,46.0,65.68088106910214,42.37295663429699,43.695,6.930510442961618,0.3325873352288036,0.7003560130626735,1.085598071359676
18:4,19:1,45.0,62.9816667785911,40.631602252065605,41.77,6.577773179427821,0.4910476405756764,0.7144936344443733,1.1075123181417814
18:4,20:0,46.0,108.28990665502653,69.8614793823781,72.115,8.27778804995634,-3.1548282998303794,0.4247856648961734,0.6584458331926344
18:4,20:1,46.0,64.13847290309583,41.37789698730762,42.555,5.8520915064616,0.5886784231238004,0.7171982418337197,1.111704638206001
18:4,20:2,46.0,63.431535827009604,40.9218279824375,41.89,6.422452802473524,0.6399424217515599,0.7251913326748249,1.1240944568688844
18:4,20:3,46.0,65.1667450137667,42.04127008530054,43.3,6.991423317179415,0.3861874581911709,0.7058815042899924,1.0941629476623163
18:4,20:4,46.0,108.61124168961118,70.0687834755009,73.16,8.251327165977605,-3.291591698361911,0.4235289025739954,0.6564977685973898
18:4,20:5,46.0,63.110200792424955,40.71452388931472,42.285,6.66736642160906,0.5571915153724892,0.7288837529022936,1.129817952066791
18:4,21:0,46.0,63.23873480625881,40.79744552656383,42.225,6.7464342433614535,0.5595548498400662,0.7274022818598093,1.127521574115436
18:4,22:0,46.0,64.45980793768048,41.58520108043041,42.84,6.0526357894722205,0.5220865933311912,0.7136229764207899,1.1061627407074666
18:4,22:1,48.0,82.45456987442078,53.194230295306305,55.61,7.150377612406213,-1.0642794566256644,0.5821387471077046,0.9023535021285076
18:4,22:2,46.0,64.20273991001275,41.41935780593218,42.91,6.744026986897364,0.45818321990754357,0.7164803256757281,1.1105918207503394
18:4,22:4,46.0,62.91739977167416,40.59014143344105,41.965,6.222039456641206,0.648501191308449,0.7311173088355999,1.1332801112661788
18:4,22:6,46.0,63.62433684776039,41.04621043831117,42.675,6.059651392613273,0.548711433145013,0.722993783181871,1.1206881100298878
19:0,19:1,46.0,67.25941844066887,43.3913244530941,44.675,7.565009914071494,0.17514848163455835,0.6839190862254881,1.0601197492767447
19:0,20:0,47.0,115.64502048217044,74.60651194230974,76.975,8.778631727097338,-3.414541232829601,0.40641611548891743,0.6299718184967987
19:0,20:1,47.0,68.4947955140689,44.18830796345705,45.685,7.583256226714219,0.173408356606431,0.68618352164211,1.0636297737145348
19:0,20:2,47.0,67.73984285810221,43.70126248490191,45.75,6.821106948289259,0.18325471356427,0.6938309570403504,1.075483803614089
19:0,20:3,47.0,69.59290846820227,44.89673775044634,46.765,6.70222164658854,0.035063000358935524,0.675356168243418,1.0468466609143054
19:0,20:4,47.0,115.98818078033712,74.8278962507439,78.38,8.497976229667863,-3.692643889782504,0.4052137009460508,0.6281079965485833
19:0,20:5,47.0,67.39668255993553,43.47987817646776,45.5,6.096720429870473,0.24603391565256144,0.6973637012208003,1.0809597903942014
19:0,21:0,47.0,67.5339466792022,43.56843189984142,44.4,6.574191965557443,0.3954858655818914,0.69594629532401,1.0787627176494976
19:0,22:0,47.0,68.83795581223558,44.4096922718912,46.095,6.701192058134134,0.13505059878137377,0.6827628660008234,1.0583275315723886
19:0,22:1,70.0,88.05493250956954,56.80721354420381,58.55,7.949056547792324,1.4404225119243854,0.7949583061958808,1.232237873197748
19:0,22:2,48.0,68.56342757370224,44.232584825143874,46.135,6.696773476831957,0.27849232267630436,0.7000816863830562,1.0851728468898918
19:0,22:4,47.0,67.19078638103552,43.34704759140726,43.725,6.202368499210604,0.5280240927988749,0.6995006686402716,1.0842722310184942
19:0,22:6,47.0,67.94573903700221,43.83409306996241,44.77,6.707987775778962,0.3324394847665087,0.691728438988713,1.0722247617849552
19:1,20:0,46.0,110.89248539386206,71.54049090358468,74.855,9.536455054159276,-3.0257574576849753,0.41481620541391634,0.6429925126177052
19:1,20:1,46.0,65.67994090390168,42.372350101945116,43.74,6.463930692697751,0.3496324616464563,0.7003660381988467,1.0856136109827987
19:1,20:2,46.0,64.95601369955007,41.905320191001834,43.86,6.628755539315055,0.3228358607143816,0.7081715360916402,1.0977126481872677
19:1,20:3,46.0,66.73292592841314,43.05166633604444,44.21,6.438625629744287,0.2780096410219598,0.6893148975566558,1.068483613176364
19:1,20:4,46.0,111.22154321402189,71.75277722674073,74.595,9.77041324612219,-2.926692994418548,0.4135889385339935,0.6410901679058184
19:1,20:5,46.0,64.62695587939024,41.69303386784579,42.51,6.21368650641469,0.5616633533727693,0.7117772974770356,1.1033018164570605
19:1,21:0,46.0,64.75857900745417,41.77794839710821,42.975,6.488017802071757,0.46624409677699313,0.7103305956528952,1.1010593330902776
19:1,22:0,46.0,66.00899872406151,42.58463642510116,44.11,6.067775539685033,0.31148152855009975,0.6968746820762203,1.0802017784255564
19:1,22:1,46.0,84.43623665301189,54.47267052183927,57.075,7.4417319892616405,-1.488228817697431,0.5447897943277077,0.844460158815926
19:1,22:2,46.0,65.74575246793366,42.414807366576326,43.285,6.932804266673048,0.3916164218065964,0.6996649710935424,1.0845269106715045
19:1,22:4,46.0,64.42952118729434,41.56566207395217,42.665,6.659787909535857,0.5007666978740811,0.7139584332200705,1.1066827208997276
19:1,22:6,46.0,65.15344839164597,42.03269198489546,43.21,6.46961358969761,0.4312467756100413,0.7060255617398474,1.0943862462230638
20:0,20:1,52.0,112.92928614599423,72.85449992018114,76.485,8.704583562698446,-2.8128858576216116,0.4604651439377271,0.7137513819595334
20:0,20:2,47.0,111.6845745752468,72.05149441003887,75.88,8.58985448072317,-3.362105849966462,0.4208280344778861,0.6523112446846284
20:0,20:3,50.0,114.73977570344503,74.02250793493356,76.705,8.53217293542507,-3.129917806649516,0.43576867475520753,0.6754702237858577
20:0,20:5,47.0,111.11879658854342,71.68649190542874,74.35,8.450887527354743,-3.2363464679266607,0.4229707434110729,0.6556325850343465
20:0,21:0,47.0,111.34510778322476,71.8324929072728,74.17,8.53001172332137,-3.185224227267614,0.4221110467781236,0.6542999984793986
20:0,22:0,47.0,113.4950641326976,73.21950242479127,74.78,8.973382862666673,-3.0958224367732434,0.41411492525391186,0.6419054820575556
20:0,22:1,73.0,145.17863138808676,93.65964268295834,97.065,9.38193876552176,-2.565034861284523,0.5028288206193292,0.7794178784891156
20:0,22:2,48.0,113.0424417433349,72.92750042110316,75.6,8.240752392834045,-3.349208747492556,0.42461927803174093,0.6581879225646702
20:0,22:4,47.0,110.7793297965214,71.46749040266266,74.91,8.500111763971104,-3.2834862381810535,0.4242668743919035,0.6576416736503864
20:0,22:6,47.0,112.02404136726882,72.27049591280493,75.135,8.258133869101421,-3.4069440440133496,0.4195527980097713,0.6503345439431599
20:1,20:2,47.0,66.14908333892956,42.67500974553044,43.55,6.928022805967082,0.4979775755109423,0.7105162706365111,1.1013471415767524
20:1,20:3,49.0,67.9586327311799,43.84241122793097,45.425,6.6659114155530155,0.5363107573945183,0.7210268663559861,1.1176392590556985
20:1,20:4,49.0,113.26438788529984,73.07068537988495,77.085,8.861025617839049,-3.169497664407963,0.4326161198135917,0.6705835554334191
20:1,20:5,47.0,65.81398159962393,42.45882428582664,43.77,6.793165683243712,0.47547787741542075,0.7141339705888355,1.1069548154137012
20:1,21:0,47.0,65.94802229534618,42.54529846970816,43.915,6.862053264147692,0.4495738930092925,0.7126824787786956,1.1047049072522912
20:1,22:0,49.0,67.22140890470754,43.36680321658261,45.42,6.499507673662676,0.5508109505750542,0.7289344391674675,1.1298965191251027
20:1,22:1,72.0,85.98710630582231,55.4731889599955,57.445,6.923653298656714,2.1022138706488773,0.8373348411554208,1.2979243009072872
20:1,22:2,48.0,66.95332751326305,43.19385484881956,43.95,6.03966058648994,0.670567483387958,0.7169173181197229,1.1112691878972636
20:1,22:4,47.0,65.61292055604056,42.329113010004356,43.57,6.362790268427838,0.5390716737937533,0.7163223280063702,1.1103469139287585
20:1,22:6,47.0,66.35014438251292,42.80472102135272,43.73,6.318789441024288,0.5175041881867058,0.7083631910285217,1.0980097259962167
20:2,20:3,49.0,67.20958968504466,43.359178238444755,44.635,6.070566283305042,0.7190432978228736,0.7290626267713011,1.1300952183764812
20:2,20:4,47.0,112.01598280840776,72.26529706407459,75.72,8.6378006459978,-3.324920448737955,0.4195829811214427,0.650381329759526
20:2,20:5,47.0,65.08857699281445,41.99084125261612,43.765,6.958431935429129,0.46490359178895896,0.7220929104839492,1.1192916978549887
20:2,21:0,47.0,65.22114028607884,42.076362314230416,42.945,6.706114747005156,0.6046720273927461,0.7206252419667054,1.1170167147292671
20:2,22:0,47.0,66.48049157209053,42.88881239956616,43.765,6.185448649855561,0.5230016742723329,0.7069743151497887,1.095856876663608
20:2,22:1,70.0,85.03935262910483,54.861761025566686,56.71,7.462968578253564,1.7807927047590544,0.8231483170538908,1.2759342516799377
20:2,22:2,48.0,66.21536498556175,42.71777027633758,44.27,6.598264923447677,0.5653001271205438,0.7249072780987674,1.1236541535171927
20:2,22:4,47.0,64.88973205291786,41.86255966019469,43.015,6.222119815625538,0.6404569693422674,0.7243056568899267,1.122721600912767
20:2,22:6,47.0,65.618830165872,42.332925499073276,44.365,6.5925545124784515,0.39969331994334584,0.7162578162578164,1.1102469164581807
20:3,20:4,47.0,115.08024981532469,74.24215929379092,77.035,8.810435573795429,-3.4090255525313697,0.4084106532217593,0.6330634837008403
20:3,20:5,47.0,66.869115573165,43.139526879587386,44.355,6.699923507026031,0.3947806265588349,0.7028655844651458,1.0894880727641754
20:3,21:0,47.0,67.00530521791686,43.22738742313033,44.525,7.25529978705222,0.3411299426133813,0.7014369958788346,1.0872736661122158
20:3,22:0,47.0,68.29910684305956,44.06206258678834,45.705,6.4387867646009225,0.20112484655022833,0.6881495552789364,1.066677255687358
20:3,22:1,74.0,87.36565710832046,56.36253868280104,58.66,7.281785495330113,2.1066261852725146,0.8470147475483527,1.3129287950718411
20:3,22:2,48.0,68.02672755355584,43.88634149970244,46.18,7.405241387017711,0.24577186682809307,0.705605013297321,1.093734368364368
20:3,22:4,47.0,66.6648311060372,43.00773606427296,44.42,6.2620763329745515,0.4120039205549689,0.7050194115881239,1.0928266470423087
20:3,22:6,47.0,67.41387415217245,43.49096905375917,45.145,6.605601789390579,0.2808222564943831,0.697185862570478,1.0806841287418387
20:4,20:5,47.0,111.448525955275,71.89921146597898,74.69,8.806469213027434,-3.1442794302895085,0.42171935067908745,0.6536928436585052
20:4,21:0,47.0,111.6755086965281,72.04564570521721,73.59,8.505992005639321,-3.126031623633235,0.42086219752730075,0.6523641996673295
20:4,22:0,49.0,113.83184473843261,73.43677097798056,76.64,8.95099994414032,-3.0879231563501732,0.430459509046824,0.6672406663235815
20:4,22:1,70.0,145.60942851386744,93.93756447133507,98.565,9.864875822837307,-2.895626920500274,0.4807380999598758,0.7451758026083423
20:4,22:2,48.0,113.3778792559264,73.14390249950407,76.335,8.598998488196168,-3.2951511782326053,0.4233630079783926,0.6562406210186208
20:4,22:4,47.0,111.10805184339534,71.6795601071216,74.14,8.778405322152764,-3.091677702727031,0.42301164695287424,0.6556959882253852
20:4,22:6,47.0,112.35645692028743,72.48494842293196,74.785,8.260071125601762,-3.3637724878520108,0.41831151754228674,0.6484104772451031
20:5,21:0,47.0,64.8907393727755,41.86320951628598,42.92,6.269258329340082,0.6507946850595754,0.7242944132598149,1.1227041725435711
